text,label
Gejala yang dialami: ruam kulit serta demam tinggi,Impetigo
"Saya mengalami nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak",Osteoartritis
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Pasien mengeluh muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas dan gatal di dalam",Gastritis (Maag)
"Badan terasa bersin terus menerus disertai menggigil, menggigil, mata berair",Alergi
"Saya mengalami lemas, batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
"Saya mengalami sakit kepala, sakit dada, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Dok, saya merasa rasa terbakar saat buang air kecil dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Saya mengalami itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare dan wajah pucat sakit",Tifush (Demam Tifoid)
"Saya mengalami itching, ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Saya mengalami itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Pasien mengeluh itching, ruam kulit dan benjolan merah di kulit",Infeksi Jamur
"Badan terasa muntah disertai mata cekung, diare",Gastroenteritis (Muntaber)
"Dok, saya merasa itching dan sakit perut",Penyakit Kuning
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Badan terasa ruam kulit disertai jerawat bernanah, komedo, luka gores",Jerawat
"Saya mengalami pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Pasien mengeluh rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Keluhan utama: sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Dok, saya merasa ruam kulit dan luka gores",Jerawat
"Pasien mengeluh menggigil, muntah, demam tinggi, sakit kepala, mual, diare dan nyeri otot",Malaria
Gejala yang dialami: itching serta lemas,Hepatitis B
"Pasien mengeluh asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah dan gangguan pengelihatan",Migrain
"Pasien mengeluh itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut dan mata menguning",Kolestasis Kronis
Gejala yang dialami: muntah serta sakit kepala,Vertigo
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Badan terasa muntah disertai sesak napas, berkeringat, sakit dada",Serangan Jantung
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Dok, saya merasa lemah otot dan sakit saat berjalan",Radang Sendi
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Saya mengalami menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Dok, saya merasa pengecilan otot dan kontak seksual berisiko",HIV/AIDS
"Saya mengalami bersin terus menerus, menggigil, menggigil, mata berair",Alergi
"Dok, saya merasa itching dan rasa terbakar saat buang air kecil",Reaksi Obat/Alergi
"Pasien mengeluh ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku dan kuku meradang",Psoriasis
"Pasien mengeluh ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung dan cairan kuning mengeras",Impetigo
"Keluhan utama: sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Badan terasa bersin terus menerus disertai menggigil, lemas, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
Gejala yang dialami: nyeri sendi serta muntah,hepatitis A
"Badan terasa itching disertai ruam kulit, lemas, lesu, demam tinggi, sakit kepala, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa lemas dan haid tidak normal",Hipertiroid
"Keluhan utama: sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Dok, saya merasa ruam kulit dan luka gores",Jerawat
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh lemah otot, leher kaku, sendi bengkak, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
"Dok, saya merasa sakit kepala dan sulit berkonsentrasi",Hypertension
"Keluhan utama: nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
Gejala yang dialami: ruam kulit serta menggigil,Demam Berdarah Dengue (DBD)
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Keluhan utama: bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Keluhan utama: pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa muntah dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
"Badan terasa muntah disertai sesak napas, berkeringat, sakit dada",Serangan Jantung
"Dok, saya merasa itching dan spotting  urination",Reaksi Obat/Alergi
"Badan terasa itching disertai muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap",Penyakit Kuning
"Saya mengalami itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
Gejala yang dialami: sakit punggung serta lemah anggota gerak,Saraf Leher Terjepit
"Saya mengalami nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Badan terasa menggigil disertai muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Keluhan utama: lemas, berat badan turun, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma dan pendarahan lambung",Hepatitis E
"Pasien mengeluh asam lambung naik, sariawan di lidah, muntah, batuk dan sakit dada",GERD (Asam Lambung)
Gejala yang dialami: muntah serta kulit menguning,Kolestasis Kronis
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Badan terasa ruam kulit disertai benjolan merah di kulit, dischromic  patches",Infeksi Jamur
Gejala yang dialami: ruam kulit serta demam tinggi,Impetigo
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
"Badan terasa lemas disertai berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Badan terasa itching disertai muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Badan terasa muntah disertai kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
"Dok, saya merasa menggigil dan dahak berwarna karat",Pneumonia (Radang Paru)
"Keluhan utama: lemas, berat badan turun, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Keluhan utama: nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Saya mengalami itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa asam lambung naik dan gangguan pengelihatan",Migrain
"Badan terasa lemas disertai berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Dok, saya merasa itching dan dischromic  patches",Infeksi Jamur
"Pasien mengeluh muntah, sesak napas, berkeringat dan sakit dada",Serangan Jantung
"Keluhan utama: lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
Gejala yang dialami: lemas serta perubahan suasana hati,Hipertiroid
"Badan terasa ruam kulit disertai nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Pasien mengeluh muntah, gangguan pencernaan, hilang nafsu makan, sakit perut dan gatal di dalam",Gastritis (Maag)
Gejala yang dialami: itching serta muntah,Penyakit Kuning
"Saya mengalami lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Saya mengalami itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Dok, saya merasa menggigil dan sakit perut",Tifush (Demam Tifoid)
"Saya mengalami lemas, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami menggigil, muntah, demam tinggi, berkeringat, mual, diare, nyeri otot",Malaria
Gejala yang dialami: lemas serta berat badan naik,Hipotiroid
"Pasien mengeluh lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak dan urat menonjol di betis",Varises
"Saya mengalami sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada dan batuk berdarah",TBC (Tuberkulosis)
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
Gejala yang dialami: lemas serta berat badan turun,Diabetes
Gejala yang dialami: ruam kulit serta menggigil,Demam Berdarah Dengue (DBD)
"Dok, saya merasa muntah dan diare",Gastroenteritis (Muntaber)
Gejala yang dialami: muntah serta sesak napas,Serangan Jantung
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil",Reaksi Obat/Alergi
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami lemas, perubahan suasana hati, berat badan turun, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Saya mengalami sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Dok, saya merasa muntah dan jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah dan iritasi di anus",Wasir/Ambeien
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Dok, saya merasa bersin terus menerus dan nyeri otot",ISPA/Influenza
"Dok, saya merasa muntah dan tidak stabil",Vertigo
"Saya mengalami muntah, lemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat dan dahak berwarna karat",Pneumonia (Radang Paru)
"Saya mengalami muntah, sesak napas, sakit dada",Serangan Jantung
"Saya mengalami sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh muntah, lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah dan jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak dan sakit saat berjalan",Osteoartritis
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
Gejala yang dialami: muntah serta mata cekung,Gastroenteritis (Muntaber)
"Pasien mengeluh ruam kulit, menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
"Keluhan utama: lemas, batuk, demam tinggi, riwayat keluarga, dahak berlendir",Asma Bronkial
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Badan terasa muntah disertai gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Saya mengalami itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Pasien mengeluh ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung dan cairan kuning mengeras",Impetigo
"Keluhan utama: itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, sakit perut",Penyakit Kuning
"Badan terasa sembelit disertai sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh muntah, sakit kepala, berputar-putar, hilang keseimbangan dan tidak stabil",Vertigo
"Badan terasa lemas disertai perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Keluhan utama: itching, ruam kulit, benjolan merah di kulit",Infeksi Jamur
Gejala yang dialami: muntah serta sakit kepala,Vertigo
"Saya mengalami sakit punggung, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Pasien mengeluh itching, benjolan merah di kulit dan dischromic  patches",Infeksi Jamur
"Saya mengalami lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
Gejala yang dialami: muntah serta mata cekung,Gastroenteritis (Muntaber)
"Keluhan utama: menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Saya mengalami menggigil, muntah, lemas, demam tinggi, sakit kepala, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Keluhan utama: itching, ruam kulit, lemas, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Badan terasa muntah disertai berkeringat, sakit dada",Serangan Jantung
"Saya mengalami itching, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Pasien mengeluh ruam kulit, jerawat bernanah, komedo dan luka gores",Jerawat
"Keluhan utama: lemah otot, leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
Gejala yang dialami: menggigil serta lemas,Pneumonia (Radang Paru)
Gejala yang dialami: muntah serta mata cekung,Gastroenteritis (Muntaber)
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Saya mengalami muntah, sesak napas, berkeringat, sakit dada",Serangan Jantung
"Keluhan utama: lemas, batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
Gejala yang dialami: itching serta ruam kulit,Reaksi Obat/Alergi
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Dok, saya merasa itching dan sakit perut",Penyakit Kuning
"Saya mengalami nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Keluhan utama: lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk dan sakit dada",GERD (Asam Lambung)
"Saya mengalami muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Pasien mengeluh itching, lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah dan menerima suntikan tidak steril",Hepatitis B
"Dok, saya merasa lemas dan urat menonjol di betis",Varises
"Badan terasa menggigil disertai muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Badan terasa lemas disertai batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
Gejala yang dialami: lemas serta perubahan suasana hati,Hipertiroid
"Keluhan utama: menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, nyeri otot",Malaria
"Pasien mengeluh lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak dan urat menonjol di betis",Varises
"Keluhan utama: muntah, sakit kepala, mual, berputar-putar, tidak stabil",Vertigo
Gejala yang dialami: muntah serta sakit kepala,Vertigo
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Pasien mengeluh berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
"Dok, saya merasa bersin terus menerus dan mata berair",Alergi
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Saya mengalami sakit punggung, lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit dan sakit perut",Tifush (Demam Tifoid)
"Saya mengalami rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, bau urine menyengat, rasa ingin pipis terus",Infeksi Saluran Kemih
"Dok, saya merasa nyeri sendi dan nyeri otot",hepatitis A
"Saya mengalami lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
Gejala yang dialami: lemas serta berat badan naik,Hipotiroid
"Dok, saya merasa muntah dan diare",Gastroenteritis (Muntaber)
"Saya mengalami lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, nyeri otot",Malaria
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Badan terasa menggigil disertai muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
Gejala yang dialami: muntah serta sakit kepala,Vertigo
"Saya mengalami rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, rasa ingin pipis terus",Infeksi Saluran Kemih
"Pasien mengeluh muntah, kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol dan kelebihan cairan",Hepatitis Alkoholik
"Pasien mengeluh muntah, gangguan pencernaan, sakit perut, sering buang gas dan gatal di dalam",Gastritis (Maag)
"Keluhan utama: itching, lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Badan terasa itching disertai muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Pasien mengeluh sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah dan iritasi di anus",Wasir/Ambeien
"Saya mengalami menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Keluhan utama: nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Dok, saya merasa sakit punggung dan pusing",Saraf Leher Terjepit
Gejala yang dialami: bercak di tenggorokan serta demam tinggi,HIV/AIDS
"Badan terasa muntah disertai sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Saya mengalami gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Keluhan utama: lemas, berat badan naik, tangan dan kaki dingin, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
Gejala yang dialami: itching serta ruam kulit,Cacar Air
"Badan terasa lemas disertai berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami nyeri sendi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis E
"Pasien mengeluh lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
"Keluhan utama: itching, ruam kulit, lemas, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Pasien mengeluh lemah otot, leher kaku, sendi bengkak, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
"Dok, saya merasa rasa terbakar saat buang air kecil dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Pasien mengeluh menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare dan nyeri otot",Malaria
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
"Badan terasa ruam kulit disertai menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Dok, saya merasa itching dan menerima suntikan tidak steril",Hepatitis B
"Keluhan utama: bersin terus menerus, menggigil, menggigil",Alergi
"Saya mengalami lemah otot, leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Dok, saya merasa sembelit dan iritasi di anus",Wasir/Ambeien
"Badan terasa asam lambung naik disertai gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
Gejala yang dialami: sakit perut serta asam lambung naik,GERD (Asam Lambung)
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Keluhan utama: berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Dok, saya merasa muntah dan tidak stabil",Vertigo
"Pasien mengeluh kulit menguning, mual, hilang nafsu makan, mata menguning dan riwayat keluarga",Hepatitis C
"Badan terasa itching disertai ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Keluhan utama: itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Saya mengalami asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah",Migrain
